i,H,r,Lz,γu,γd,M,energy,error_r,error_a
1,0.5,0.0,0.5,0.6,0.6,0,0.46939140728328516,0.5826422902114219,0.17280423140251167
1,0.5,0.0,0.5,0.6,0.6,5,2.226905958362061,6.508436437782009,1.9303187824812877
1,0.5,0.0,0.5,0.6,0.6,10,2.3514483506713257,6.928354770189375,2.054861174790552
1,0.5,0.0,0.5,0.6,0.6,15,2.3611265095872924,6.960986521333791,2.0645393337065188
1,0.5,0.0,0.5,0.6,0.6,20,2.3618795698054145,6.963525606902429,2.065292393924641
1,0.5,0.0,0.5,0.6,0.6,25,2.361938089931457,6.963722918623237,2.065350914050683
1,0.5,0.0,0.5,0.6,0.6,30,2.3619426433986233,6.963738271502716,2.0653554675178496
1,0.5,0.0,0.5,0.6,0.6,35,2.3619429972474495,6.963739464571247,2.065355821366676
1,0.5,0.0,0.5,0.6,0.6,40,2.3619430247805195,6.963739557404223,2.065355848899746
1,0.5,0.0,0.5,0.6,0.6,45,2.3619430269201076,6.96373956461825,2.065355851039334
1,0.5,0.0,0.5,0.6,0.6,50,2.36194302708659,6.963739565179577,2.0653558512058163
1,0.5,0.0,0.5,0.6,0.6,55,2.3619430270995236,6.963739565223185,2.06535585121875
1,0.5,0.0,0.5,0.6,0.6,60,2.36194302710053,6.963739565226578,2.0653558512197563
1,0.5,0.0,0.5,0.6,0.6,65,2.3619430271006085,6.9637395652268435,2.065355851219835
1,0.5,0.0,0.5,0.6,0.6,70,2.361943027100614,6.963739565226861,2.06535585121984
1,0.5,0.0,0.5,0.6,0.6,75,2.361943027100613,6.9637395652268586,2.0653558512198393
1,0.5,0.0,0.5,0.6,0.6,80,2.3619430271006134,6.963739565226859,2.0653558512198398
1,0.5,0.0,0.5,0.6,0.6,85,2.361943027100613,6.9637395652268586,2.0653558512198393
1,0.5,0.0,0.5,0.6,0.6,90,2.3619430271006223,6.96373956522689,2.0653558512198487
1,0.5,0.0,0.5,0.6,0.6,95,2.361943027100622,6.963739565226888,2.065355851219848
1,0.5,0.0,0.5,0.6,0.6,100,2.3619430271006223,6.96373956522689,2.0653558512198487
1,0.5,0.25,3.0,0.6,0.6,0,0.006068098963495772,0.979540251713597,0.29051907691727774
1,0.5,0.25,3.0,0.6,0.6,5,0.4240921720330713,0.4299073140085941,0.12750499615229782
1,0.5,0.25,3.0,0.6,0.6,10,0.44634417401345866,0.504934165437034,0.14975699813268517
1,0.5,0.25,3.0,0.6,0.6,15,0.4480892509671508,0.510818023862503,0.1515020750863773
1,0.5,0.25,3.0,0.6,0.6,20,0.44821612686455836,0.5112458100505968,0.15162895098378487
1,0.5,0.25,3.0,0.6,0.6,25,0.44822528997246686,0.511276705209436,0.15163811409169337
1,0.5,0.25,3.0,0.6,0.6,30,0.44822598611886727,0.5112790523992574,0.15163881023809378
1,0.5,0.25,3.0,0.6,0.6,35,0.4482260438412811,0.5112792470213401,0.15163886796050763
1,0.5,0.25,3.0,0.6,0.6,40,0.44822604876061484,0.5112792636078082,0.15163887287984135
1,0.5,0.25,3.0,0.6,0.6,45,0.44822604914640485,0.5112792649085725,0.15163887326563136
1,0.5,0.25,3.0,0.6,0.6,50,0.4482260491744529,0.5112792650031418,0.15163887329367942
1,0.5,0.25,3.0,0.6,0.6,55,0.448226049176474,0.5112792650099564,0.15163887329570053
1,0.5,0.25,3.0,0.6,0.6,60,0.44822604917662723,0.5112792650104729,0.15163887329585374
1,0.5,0.25,3.0,0.6,0.6,65,0.44822604917664,0.511279265010516,0.1516388732958665
1,0.5,0.25,3.0,0.6,0.6,70,0.4482260491766403,0.5112792650105169,0.15163887329586678
1,0.5,0.25,3.0,0.6,0.6,75,0.44822604917664094,0.5112792650105191,0.15163887329586745
1,0.5,0.25,3.0,0.6,0.6,80,0.44822604917664094,0.5112792650105191,0.15163887329586745
1,0.5,0.25,3.0,0.6,0.6,85,0.4482260491766408,0.5112792650105186,0.15163887329586728
1,0.5,0.25,3.0,0.6,0.6,90,0.44822604917664927,0.5112792650105472,0.15163887329587578
1,0.5,0.25,3.0,0.6,0.6,95,0.44822604917664993,0.5112792650105495,0.15163887329587644
1,0.5,0.25,3.0,0.6,0.6,100,0.4482260491766502,0.5112792650105504,0.15163887329587672
1,0.5,0.5,5.5,0.6,0.6,0,-0.014266931836525984,1.0481036706801552,0.3108541077172995
1,0.5,0.5,5.5,0.6,0.6,5,0.31447178197034475,0.06030134659888593,0.017884606089571264
1,0.5,0.5,5.5,0.6,0.6,10,0.3223110003122807,0.08673276029253561,0.025723824431507225
1,0.5,0.5,5.5,0.6,0.6,15,0.3235955985744761,0.09106402734203138,0.027008422693702627
1,0.5,0.5,5.5,0.6,0.6,20,0.32363537466407655,0.09119813998355847,0.027048198783303057
1,0.5,0.5,5.5,0.6,0.6,25,0.3236435902262639,0.0912258403120131,0.027056414345490387
1,0.5,0.5,5.5,0.6,0.6,30,0.32364382400468,0.09122662854034912,0.027056648123906513
1,0.5,0.5,5.5,0.6,0.6,35,0.32364386906035986,0.09122678045413203,0.027056693179586366
1,0.5,0.5,5.5,0.6,0.6,40,0.32364387069553324,0.0912267859674297,0.027056694814759752
1,0.5,0.5,5.5,0.6,0.6,45,0.3236438709182917,0.09122678671850222,0.02705669503751823
1,0.5,0.5,5.5,0.6,0.6,50,0.3236438709314476,0.09122678676285972,0.027056695050674096
1,0.5,0.5,5.5,0.6,0.6,55,0.3236438709324908,0.09122678676637715,0.027056695051717317
1,0.5,0.5,5.5,0.6,0.6,60,0.32364387093259994,0.09122678676674512,0.02705669505182645
1,0.5,0.5,5.5,0.6,0.6,65,0.32364387093260544,0.09122678676676364,0.027056695051831947
